Section,Element,Category,Property,Value
"Ultimate","Smith vs. Morrell","Typography","fontSize","18px"
"Ultimate","Smith vs. Morrell","Typography","fontWeight","700"
"Ultimate","Smith vs. Morrell","Typography","lineHeight","24.84000015258789px"
"Ultimate","Smith vs. Morrell","Typography","letterSpacing","0"
"Ultimate","Smith vs. Morrell","Typography","textAlign","CENTER"
"Ultimate","Smith vs. Morrell","Typography","color","#f9fafa"
"Ultimate","Co-op Live Arena, Manchester","Typography","content","Co-op Live Arena, Manchester"
"Ultimate","Co-op Live Arena, Manchester","Typography","fontFamily","DAZN Oscine"
"Ultimate","Co-op Live Arena, Manchester","Typography","fontSize","12px"
"Ultimate","Co-op Live Arena, Manchester","Typography","fontWeight","400"
"Ultimate","Co-op Live Arena, Manchester","Typography","lineHeight","15.455999374389648px"
"Ultimate","Co-op Live Arena, Manchester","Typography","letterSpacing","0.12"
"Ultimate","Co-op Live Arena, Manchester","Typography","textAlign","CENTER"
"Ultimate","Co-op Live Arena, Manchester","Typography","color","#b3b9bb"
"Ultimate","Yoka vs. Okolie","Typography","content","Yoka vs. Okolie"
"Ultimate","Yoka vs. Okolie","Typography","fontFamily","DAZN Oscine"
"Ultimate","Yoka vs. Okolie","Typography","fontSize","18px"
"Ultimate","Yoka vs. Okolie","Typography","fontWeight","700"
"Ultimate","Yoka vs. Okolie","Typography","lineHeight","24.84000015258789px"
"Ultimate","Yoka vs. Okolie","Typography","letterSpacing","0"
"Ultimate","Yoka vs. Okolie","Typography","textAlign","CENTER"
"Ultimate","Yoka vs. Okolie","Typography","color","#f9fafa"
"Ultimate","Kingdom Arena, Riyadh","Typography","content","Kingdom Arena, Riyadh"
"Ultimate","Kingdom Arena, Riyadh","Typography","fontFamily","DAZN Oscine"
"Ultimate","Kingdom Arena, Riyadh","Typography","fontSize","12px"
"Ultimate","Kingdom Arena, Riyadh","Typography","fontWeight","400"
"Ultimate","Kingdom Arena, Riyadh","Typography","lineHeight","15.455999374389648px"
"Ultimate","Kingdom Arena, Riyadh","Typography","letterSpacing","0.12"
"Ultimate","Kingdom Arena, Riyadh","Typography","textAlign","CENTER"
"Ultimate","Kingdom Arena, Riyadh","Typography","color","#b3b9bb"
"Ultimate","✏️ Proposition","Typography","content","Now for $19.99"
"Ultimate","✏️ Proposition","Typography","fontFamily","DAZN Oscine"
"Ultimate","✏️ Proposition","Typography","fontSize","16px"
"Ultimate","✏️ Proposition","Typography","fontWeight","400"
"Ultimate","✏️ Proposition","Typography","lineHeight","24.799999237060547px"
"Ultimate","✏️ Proposition","Typography","letterSpacing","0"
"Ultimate","✏️ Proposition","Typography","textAlign","CENTER"
"Ultimate","✏️ Proposition","Typography","color","#b3b9bb"
"Ultimate","English +4","Typography","content","English +4"
"Ultimate","English +4","Typography","fontFamily","DAZN Oscine"
"Ultimate","English +4","Typography","fontSize","12px"
"Ultimate","English +4","Typography","fontWeight","700"
"Ultimate","English +4","Typography","lineHeight","15.455999374389648px"
"Ultimate","English +4","Typography","letterSpacing","0.12"
"Ultimate","English +4","Typography","textAlign","CENTER"
"Ultimate","English +4","Typography","color","#f9fafa"
"Ultimate","CC","Typography","content","CC"
"Ultimate","CC","Typography","fontFamily","DAZN Oscine"
"Ultimate","CC","Typography","fontSize","12px"
"Ultimate","CC","Typography","fontWeight","700"
"Ultimate","CC","Typography","lineHeight","15.455999374389648px"
"Ultimate","CC","Typography","letterSpacing","0"
"Ultimate","CC","Typography","textAlign","CENTER"
"Ultimate","CC","Typography","color","#f9fafa"
"Ultimate","UHD","Typography","content","UHD"
"Ultimate","UHD","Typography","fontFamily","DAZN Oscine"
"Ultimate","UHD","Typography","fontSize","12px"
"Ultimate","UHD","Typography","fontWeight","700"
"Ultimate","UHD","Typography","lineHeight","15.455999374389648px"
"Ultimate","UHD","Typography","letterSpacing","0"
"Ultimate","UHD","Typography","textAlign","CENTER"
"Ultimate","UHD","Typography","color","#f9fafa"
"Ultimate","5.1","Typography","content","5.1"
"Ultimate","5.1","Typography","fontFamily","DAZN Oscine"
"Ultimate","5.1","Typography","fontSize","12px"
"Ultimate","5.1","Typography","fontWeight","700"
"Ultimate","5.1","Typography","lineHeight","15.455999374389648px"
"Ultimate","5.1","Typography","letterSpacing","0"
"Ultimate","5.1","Typography","textAlign","CENTER"
"Ultimate","5.1","Typography","color","#f9fafa"
"Ultimate","HDR","Typography","content","HDR"
"Ultimate","HDR","Typography","fontFamily","DAZN Oscine"
"Ultimate","HDR","Typography","fontSize","12px"
"Ultimate","HDR","Typography","fontWeight","700"
"Ultimate","HDR","Typography","lineHeight","15.455999374389648px"
"Ultimate","HDR","Typography","letterSpacing","0"
"Ultimate","HDR","Typography","textAlign","CENTER"
"Ultimate","HDR","Typography","color","#f9fafa"
"Ultimate","✏️ Body","Typography","content","This paragraph fits perfectly within the limit of exactly eighty characters total."
"Ultimate","✏️ Body","Typography","fontFamily","DAZN Oscine"
"Ultimate","✏️ Body","Typography","fontSize","12px"
"Ultimate","✏️ Body","Typography","fontWeight","400"
"Ultimate","✏️ Body","Typography","lineHeight","18.239999771118164px"
"Ultimate","✏️ Body","Typography","letterSpacing","0"
"Ultimate","✏️ Body","Typography","textAlign","LEFT"
"Ultimate","✏️ Body","Typography","color","#b3b9bb"
"Ultimate","Here is an explanatory text that describes what is include in the plan... see more","Typography","content","Two big fights. One amazing price"
"Ultimate","Here is an explanatory text that describes what is include in the plan... see more","Typography","fontFamily","DAZN Oscine"
"Ultimate","Here is an explanatory text that describes what is include in the plan... see more","Typography","fontSize","14px"
"Ultimate","Here is an explanatory text that describes what is include in the plan... see more","Typography","fontWeight","400"
"Ultimate","Here is an explanatory text that describes what is include in the plan... see more","Typography","lineHeight","21px"
"Ultimate","Here is an explanatory text that describes what is include in the plan... see more","Typography","letterSpacing","0"
"Ultimate","Here is an explanatory text that describes what is include in the plan... see more","Typography","textAlign","LEFT"
"Ultimate","Here is an explanatory text that describes what is include in the plan... see more","Typography","color","#3d4549"
"Ultimate","£00.00","Typography","content","£00.00"
"Ultimate","£00.00","Typography","fontFamily","DAZN Oscine"
"Ultimate","£00.00","Typography","fontSize","14px"
"Ultimate","£00.00","Typography","fontWeight","400"
"Ultimate","£00.00","Typography","lineHeight","21px"
"Ultimate","£00.00","Typography","letterSpacing","0"
"Ultimate","£00.00","Typography","textAlign","LEFT"
"Ultimate","£00.00","Typography","color","#0c161c"
"Ultimate","7 days free","Typography","content","7 days free"
"Ultimate","7 days free","Typography","fontFamily","DAZN Oscine"
"Ultimate","7 days free","Typography","fontSize","14px"
"Ultimate","7 days free","Typography","fontWeight","700"
"Ultimate","7 days free","Typography","lineHeight","18.031999588012695px"
"Ultimate","7 days free","Typography","letterSpacing","0"
"Ultimate","7 days free","Typography","textAlign","LEFT"
"Ultimate","7 days free","Typography","color","#0c161c"
"Ultimate","Pay for your fight and start your 7-day free trial","Typography","content","Pay for your fight and start your 7-day free trial "
"Ultimate","Pay for your fight and start your 7-day free trial","Typography","fontFamily","DAZN Oscine"
"Ultimate","Pay for your fight and start your 7-day free trial","Typography","fontSize","12px"
"Ultimate","Pay for your fight and start your 7-day free trial","Typography","fontWeight","400"
"Ultimate","Pay for your fight and start your 7-day free trial","Typography","lineHeight","15.455999374389648px"
"Ultimate","Pay for your fight and start your 7-day free trial","Typography","letterSpacing","0.12"
"Ultimate","Pay for your fight and start your 7-day free trial","Typography","textAlign","LEFT"
"Ultimate","Pay for your fight and start your 7-day free trial","Typography","color","#3d4549"
"Ultimate","You'll be charged $30.99/month. Cancel anytime before.","Typography","content","You'll be charged $30.99/month. Cancel anytime before."
"Ultimate","You'll be charged $30.99/month. Cancel anytime before.","Typography","fontFamily","DAZN Oscine"
"Ultimate","You'll be charged $30.99/month. Cancel anytime before.","Typography","fontSize","12px"
"Ultimate","You'll be charged $30.99/month. Cancel anytime before.","Typography","fontWeight","400"
"Ultimate","You'll be charged $30.99/month. Cancel anytime before.","Typography","lineHeight","15.455999374389648px"
"Ultimate","You'll be charged $30.99/month. Cancel anytime before.","Typography","letterSpacing","0.12"
"Ultimate","You'll be charged $30.99/month. Cancel anytime before.","Typography","textAlign","LEFT"
"Ultimate","You'll be charged $30.99/month. Cancel anytime before.","Typography","color","#3d4549"
"Ultimate","/month","Typography","content","/month"
"Ultimate","/month","Typography","fontFamily","DAZN Oscine"
"Ultimate","/month","Typography","fontSize","14px"
"Ultimate","/month","Typography","fontWeight","400"
"Ultimate","/month","Typography","lineHeight","21px"
"Ultimate","/month","Typography","letterSpacing","0"
"Ultimate","/month","Typography","textAlign","LEFT"
"Ultimate","/month","Typography","color","#9ea2a4"
"Ultimate","PPV","Typography","content","Save £120.00"
"Ultimate","PPV","Typography","fontFamily","DAZN Oscine"
"Ultimate","PPV","Typography","fontSize","12px"
"Ultimate","PPV","Typography","fontWeight","700"
"Ultimate","PPV","Typography","lineHeight","15.455999374389648px"
"Ultimate","PPV","Typography","letterSpacing","0"
"Ultimate","PPV","Typography","textAlign","CENTER"
"Ultimate","PPV","Typography","color","#080e12"
"Ultimate","Switch to ultimate and get all fight for one special price - $44/month","Typography","content","Switch to ultimate and get all fight for one special price - $44/month"
"Ultimate","Switch to ultimate and get all fight for one special price - $44/month","Typography","fontFamily","DAZN Oscine"
"Ultimate","Switch to ultimate and get all fight for one special price - $44/month","Typography","fontSize","14px"
"Ultimate","Switch to ultimate and get all fight for one special price - $44/month","Typography","fontWeight","700"
"Ultimate","Switch to ultimate and get all fight for one special price - $44/month","Typography","lineHeight","18.19999885559082px"
"Ultimate","Switch to ultimate and get all fight for one special price - $44/month","Typography","letterSpacing","0"
"Ultimate","Switch to ultimate and get all fight for one special price - $44/month","Typography","textAlign","LEFT"
"Ultimate","Switch to ultimate and get all fight for one special price - $44/month","Typography","color","#0c161c"
"Ultimate","iDEAL","Typography","content","iDEAL"
"Ultimate","iDEAL","Typography","fontFamily","DAZN Oscine"
"Ultimate","iDEAL","Typography","fontSize","16px"
"Ultimate","iDEAL","Typography","fontWeight","700"
"Ultimate","iDEAL","Typography","lineHeight","24.799999237060547px"
"Ultimate","iDEAL","Typography","letterSpacing","0"
"Ultimate","iDEAL","Typography","textAlign","LEFT"
"Ultimate","iDEAL","Typography","color","#f9fafa"
"Ultimate","Debit & Credit Cards","Typography","content","Debit & Credit Cards"
"Ultimate","Debit & Credit Cards","Typography","fontFamily","DAZN Oscine"
"Ultimate","Debit & Credit Cards","Typography","fontSize","16px"
"Ultimate","Debit & Credit Cards","Typography","fontWeight","700"
"Ultimate","Debit & Credit Cards","Typography","lineHeight","24.799999237060547px"
"Ultimate","Debit & Credit Cards","Typography","letterSpacing","0"
"Ultimate","Debit & Credit Cards","Typography","textAlign","LEFT"
"Ultimate","Debit & Credit Cards","Typography","color","#f9fafa"
"Ultimate","+2","Typography","content","+2"
"Ultimate","+2","Typography","fontFamily","DAZN Trim"
"Ultimate","+2","Typography","fontSize","10.666666984558105px"
"Ultimate","+2","Typography","fontWeight","700"
"Ultimate","+2","Typography","lineHeight","12.80000114440918px"
"Ultimate","+2","Typography","letterSpacing","0"
"Ultimate","+2","Typography","textAlign","CENTER"
"Ultimate","+2","Typography","color","#f9fafa"
"Ultimate","Label","Typography","content","Name on card"
"Ultimate","Label","Typography","fontFamily","DAZN Oscine"
"Ultimate","Label","Typography","fontSize","16px"
"Ultimate","Label","Typography","fontWeight","400"
"Ultimate","Label","Typography","lineHeight","20.607999801635742px"
"Ultimate","Label","Typography","letterSpacing","0"
"Ultimate","Label","Typography","textAlign","LEFT"
"Ultimate","Label","Typography","color","#6d7377"
"Ultimate","input text","Typography","content","Placeholder"
"Ultimate","input text","Typography","fontFamily","DAZN Oscine"
"Ultimate","input text","Typography","fontSize","16px"
"Ultimate","input text","Typography","fontWeight","400"
"Ultimate","input text","Typography","lineHeight","20.607999801635742px"
"Ultimate","input text","Typography","letterSpacing","0"
"Ultimate","input text","Typography","textAlign","LEFT"
"Ultimate","input text","Typography","color","#6d7377"
"Ultimate","Help text","Typography","content","Help text"
"Ultimate","Help text","Typography","fontFamily","DAZN Oscine"
"Ultimate","Help text","Typography","fontSize","14px"
"Ultimate","Help text","Typography","fontWeight","400"
"Ultimate","Help text","Typography","lineHeight","20px"
"Ultimate","Help text","Typography","letterSpacing","0"
"Ultimate","Help text","Typography","textAlign","LEFT"
"Ultimate","Help text","Typography","color","#9ea2a4"
"Ultimate","By completing your purchase, you confirm that you have read and accepted our Terms of Use (including the instructions regarding your right of withdrawal and model withdrawal form).","Typography","content","By completing your purchase, you confirm that you have read and accepted our Terms of Use (including the instructions regarding your right of withdrawal and model withdrawal form)."
"Ultimate","By completing your purchase, you confirm that you have read and accepted our Terms of Use (including the instructions regarding your right of withdrawal and model withdrawal form).","Typography","fontFamily","DAZN Oscine"
"Ultimate","By completing your purchase, you confirm that you have read and accepted our Terms of Use (including the instructions regarding your right of withdrawal and model withdrawal form).","Typography","fontSize","12px"
"Ultimate","By completing your purchase, you confirm that you have read and accepted our Terms of Use (including the instructions regarding your right of withdrawal and model withdrawal form).","Typography","fontWeight","400"
"Ultimate","By completing your purchase, you confirm that you have read and accepted our Terms of Use (including the instructions regarding your right of withdrawal and model withdrawal form).","Typography","lineHeight","18.239999771118164px"
"Ultimate","By completing your purchase, you confirm that you have read and accepted our Terms of Use (including the instructions regarding your right of withdrawal and model withdrawal form).","Typography","letterSpacing","0"
"Ultimate","By completing your purchase, you confirm that you have read and accepted our Terms of Use (including the instructions regarding your right of withdrawal and model withdrawal form).","Typography","textAlign","LEFT"
"Ultimate","By completing your purchase, you confirm that you have read and accepted our Terms of Use (including the instructions regarding your right of withdrawal and model withdrawal form).","Typography","color","#9ea2a4"
"Ultimate","You expressly agree that your subscription starts immediately and confirm that in turn your right to withdrawal becomes void.","Typography","content","You expressly agree that your subscription starts immediately and confirm that in turn your right to withdrawal becomes void."
"Ultimate","You expressly agree that your subscription starts immediately and confirm that in turn your right to withdrawal becomes void.","Typography","fontFamily","DAZN Oscine"
"Ultimate","You expressly agree that your subscription starts immediately and confirm that in turn your right to withdrawal becomes void.","Typography","fontSize","12px"
"Ultimate","You expressly agree that your subscription starts immediately and confirm that in turn your right to withdrawal becomes void.","Typography","fontWeight","400"
"Ultimate","You expressly agree that your subscription starts immediately and confirm that in turn your right to withdrawal becomes void.","Typography","lineHeight","18.239999771118164px"
"Ultimate","You expressly agree that your subscription starts immediately and confirm that in turn your right to withdrawal becomes void.","Typography","letterSpacing","0"
"Ultimate","You expressly agree that your subscription starts immediately and confirm that in turn your right to withdrawal becomes void.","Typography","textAlign","LEFT"
"Ultimate","You expressly agree that your subscription starts immediately and confirm that in turn your right to withdrawal becomes void.","Typography","color","#b3b9bb"
"Ultimate","Secure checkout","Typography","content","Secure checkout"
"Ultimate","Secure checkout","Typography","fontFamily","DAZN Oscine"
"Ultimate","Secure checkout","Typography","fontSize","16px"
"Ultimate","Secure checkout","Typography","fontWeight","400"
"Ultimate","Secure checkout","Typography","lineHeight","24.799999237060547px"
"Ultimate","Secure checkout","Typography","letterSpacing","0"
"Ultimate","Secure checkout","Typography","textAlign","LEFT"
"Ultimate","Secure checkout","Typography","color","#b3b9bb"
"Ultimate","Apple Pay","Typography","content","Apple Pay"
"Ultimate","Apple Pay","Typography","fontFamily","DAZN Oscine"
"Ultimate","Apple Pay","Typography","fontSize","16px"
"Ultimate","Apple Pay","Typography","fontWeight","700"
"Ultimate","Apple Pay","Typography","lineHeight","24.799999237060547px"
"Ultimate","Apple Pay","Typography","letterSpacing","0"
"Ultimate","Apple Pay","Typography","textAlign","LEFT"
"Ultimate","Apple Pay","Typography","color","#f9fafa"
"Ultimate","Google Pay","Typography","content","Google Pay"
"Ultimate","Google Pay","Typography","fontFamily","DAZN Oscine"
"Ultimate","Google Pay","Typography","fontSize","16px"
"Ultimate","Google Pay","Typography","fontWeight","700"
"Ultimate","Google Pay","Typography","lineHeight","24.799999237060547px"
"Ultimate","Google Pay","Typography","letterSpacing","0"
"Ultimate","Google Pay","Typography","textAlign","LEFT"
"Ultimate","Google Pay","Typography","color","#f9fafa"
"Ultimate","PayPal","Typography","content","PayPal"
"Ultimate","PayPal","Typography","fontFamily","DAZN Oscine"
"Ultimate","PayPal","Typography","fontSize","16px"
"Ultimate","PayPal","Typography","fontWeight","700"
"Ultimate","PayPal","Typography","lineHeight","24.799999237060547px"
"Ultimate","PayPal","Typography","letterSpacing","0"
"Ultimate","PayPal","Typography","textAlign","LEFT"
"Ultimate","PayPal","Typography","color","#f9fafa"
"Ultimate","Direct Debit","Typography","content","Direct Debit"
"Ultimate","Direct Debit","Typography","fontFamily","DAZN Oscine"
"Ultimate","Direct Debit","Typography","fontSize","16px"
"Ultimate","Direct Debit","Typography","fontWeight","700"
"Ultimate","Direct Debit","Typography","lineHeight","24.799999237060547px"
"Ultimate","Direct Debit","Typography","letterSpacing","0"
"Ultimate","Direct Debit","Typography","textAlign","LEFT"
"Ultimate","Direct Debit","Typography","color","#f9fafa"
"Ultimate","Device Name","Typography","content","Switch to annual plan "
"Ultimate","Device Name","Typography","fontFamily","DAZN Oscine"
"Ultimate","Device Name","Typography","fontSize","14px"
"Ultimate","Device Name","Typography","fontWeight","700"
"Ultimate","Device Name","Typography","lineHeight","21px"
"Ultimate","Device Name","Typography","letterSpacing","0"
"Ultimate","Device Name","Typography","textAlign","LEFT"
"Ultimate","Device Name","Typography","color","#f9fafa"
"Ultimate","SAVE €240","Typography","content","SAVE €240"
"Ultimate","SAVE €240","Typography","fontFamily","DAZN Oscine"
"Ultimate","SAVE €240","Typography","fontSize","12px"
"Ultimate","SAVE €240","Typography","fontWeight","700"
"Ultimate","SAVE €240","Typography","lineHeight","13px"
"Ultimate","SAVE €240","Typography","letterSpacing","0"
"Ultimate","SAVE €240","Typography","textAlign","CENTER"
"Ultimate","SAVE €240","Typography","color","#79e99c"
"Ultimate","Today","Typography","content","Today"
"Ultimate","Today","Typography","fontFamily","DAZN Oscine"
"Ultimate","Today","Typography","fontSize","14px"
"Ultimate","Today","Typography","fontWeight","700"
"Ultimate","Today","Typography","lineHeight","18.031999588012695px"
"Ultimate","Today","Typography","letterSpacing","0"
"Ultimate","Today","Typography","textAlign","LEFT"
"Ultimate","Today","Typography","color",""
"Ultimate","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","content","Pay for your fight and start your 7-day free trial of DAZN standard"
"Ultimate","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","fontFamily","DAZN Oscine"
"Ultimate","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","fontSize","12px"
"Ultimate","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","fontWeight","400"
"Ultimate","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","lineHeight","15.455999374389648px"
"Ultimate","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","letterSpacing","0.12"
"Ultimate","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","textAlign","LEFT"
"Ultimate","Pay for your fight and start your 7-day free trial of DAZN standard","Typography","color","#b3b9bb"
"Ultimate","In 7 days • 6 April 2026","Typography","content","In 7 days • 6 April 2026"
"Ultimate","In 7 days • 6 April 2026","Typography","fontFamily","DAZN Oscine"
"Ultimate","In 7 days • 6 April 2026","Typography","fontSize","14px"
"Ultimate","In 7 days • 6 April 2026","Typography","fontWeight","700"
"Ultimate","In 7 days • 6 April 2026","Typography","lineHeight","18.031999588012695px"
"Ultimate","In 7 days • 6 April 2026","Typography","letterSpacing","0"
"Ultimate","In 7 days • 6 April 2026","Typography","textAlign","LEFT"
"Ultimate","In 7 days • 6 April 2026","Typography","color","#f9fafa"
"Ultimate","Slot/Body","Spacing","paddingTop","140px"
"Ultimate","Slot/Body","Spacing","paddingBottom","0px"
"Ultimate","Slot/Body","Spacing","paddingLeft","16px"
"Ultimate","Slot/Body","Spacing","paddingRight","16px"
"Ultimate","Slot/Body","Spacing","gap","20px"
"Ultimate","Slot/Body","Spacing","borderRadius","0px"
"Ultimate","Slot/Body","Spacing","width","375"
"Ultimate","Slot/Body","Spacing","height","812"
"Ultimate",".radio btn","Spacing","paddingTop","16px"
"Ultimate",".radio btn","Spacing","paddingBottom","16px"
"Ultimate",".radio btn","Spacing","paddingLeft","16px"
"Ultimate",".radio btn","Spacing","paddingRight","16px"
"Ultimate",".radio btn","Spacing","gap","16px"
"Ultimate",".radio btn","Spacing","borderRadius","12px"
"Ultimate",".radio btn","Spacing","width","343"
"Ultimate",".radio btn","Spacing","height","143"
"Ultimate","Frame 2147225412","Spacing","paddingTop","4px"
"Ultimate","Frame 2147225412","Spacing","paddingBottom","0px"
"Ultimate","Frame 2147225412","Spacing","paddingLeft","0px"
"Ultimate","Frame 2147225412","Spacing","paddingRight","0px"
"Ultimate","Frame 2147225412","Spacing","gap","10px"
"Ultimate","Frame 2147225412","Spacing","borderRadius","0px"
"Ultimate","Frame 2147225412","Spacing","width","14"
"Ultimate","Frame 2147225412","Spacing","height","42"
"Ultimate","bg","Spacing","paddingTop","20px"
"Ultimate","bg","Spacing","paddingBottom","0px"
"Ultimate","bg","Spacing","paddingLeft","0px"
"Ultimate","bg","Spacing","paddingRight","0px"
"Ultimate","bg","Spacing","gap","10px"
"Ultimate","bg","Spacing","borderRadius","18px"
"Ultimate","bg","Spacing","width","343"
"Ultimate","bg","Spacing","height","391"
"Ultimate","Subscription-info","Spacing","paddingTop","0px"
"Ultimate","Subscription-info","Spacing","paddingBottom","16px"
"Ultimate","Subscription-info","Spacing","paddingLeft","16px"
"Ultimate","Subscription-info","Spacing","paddingRight","16px"
"Ultimate","Subscription-info","Spacing","gap","12px"
"Ultimate","Subscription-info","Spacing","borderRadius","0px"
"Ultimate","Subscription-info","Spacing","width","341"
"Ultimate","Subscription-info","Spacing","height","371"
"Ultimate","Label","Spacing","paddingTop","2px"
"Ultimate","Label","Spacing","paddingBottom","2px"
"Ultimate","Label","Spacing","paddingLeft","12px"
"Ultimate","Label","Spacing","paddingRight","12px"
"Ultimate","Label","Spacing","gap","4px"
"Ultimate","Label","Spacing","borderRadius","0px"
"Ultimate","Label","Spacing","width","207"
"Ultimate","Label","Spacing","height","16"
"Ultimate","mobile/button","Spacing","paddingTop","0px"
"Ultimate","mobile/button","Spacing","paddingBottom","0px"
"Ultimate","mobile/button","Spacing","paddingLeft","8px"
"Ultimate","mobile/button","Spacing","paddingRight","8px"
"Ultimate","mobile/button","Spacing","gap","0px"
"Ultimate","mobile/button","Spacing","borderRadius","8px"
"Ultimate","mobile/button","Spacing","width","101"
"Ultimate","mobile/button","Spacing","height","32"
"Ultimate",".header-component-mobile","Spacing","paddingTop","0px"
"Ultimate",".header-component-mobile","Spacing","paddingBottom","0px"
"Ultimate",".header-component-mobile","Spacing","paddingLeft","16px"
"Ultimate",".header-component-mobile","Spacing","paddingRight","16px"
"Ultimate",".header-component-mobile","Spacing","gap","0px"
"Ultimate",".header-component-mobile","Spacing","borderRadius","0px"
"Ultimate",".header-component-mobile","Spacing","width","375"
"Ultimate",".header-component-mobile","Spacing","height","54"
"Ultimate","across-platform/icon-button","Spacing","paddingTop","4px"
"Ultimate","across-platform/icon-button","Spacing","paddingBottom","4px"
"Ultimate","across-platform/icon-button","Spacing","paddingLeft","4px"
"Ultimate","across-platform/icon-button","Spacing","paddingRight","4px"
"Ultimate","across-platform/icon-button","Spacing","gap","4px"
"Ultimate","across-platform/icon-button","Spacing","borderRadius","8px"
"Ultimate","across-platform/icon-button","Spacing","width","32"
"Ultimate","across-platform/icon-button","Spacing","height","32"
"Ultimate",".status-bar","Spacing","paddingTop","18px"
"Ultimate",".status-bar","Spacing","paddingBottom","18px"
"Ultimate",".status-bar","Spacing","paddingLeft","28px"
"Ultimate",".status-bar","Spacing","paddingRight","28px"
"Ultimate",".status-bar","Spacing","gap","10px"
"Ultimate",".status-bar","Spacing","borderRadius","0px"
"Ultimate",".status-bar","Spacing","width","375"
"Ultimate",".status-bar","Spacing","height","54"
"Ultimate","time","Spacing","paddingTop","0px"
"Ultimate","time","Spacing","paddingBottom","0px"
"Ultimate","time","Spacing","paddingLeft","10px"
"Ultimate","time","Spacing","paddingRight","10px"
"Ultimate","time","Spacing","gap","10px"
"Ultimate","time","Spacing","borderRadius","0px"
"Ultimate","time","Spacing","width","61"
"Ultimate","time","Spacing","height","18"
"Ultimate",".Safari, iOS","Spacing","paddingTop","16px"
"Ultimate",".Safari, iOS","Spacing","paddingBottom","30px"
"Ultimate",".Safari, iOS","Spacing","paddingLeft","32px"
"Ultimate",".Safari, iOS","Spacing","paddingRight","32px"
"Ultimate",".Safari, iOS","Spacing","gap","8px"
"Ultimate",".Safari, iOS","Spacing","borderRadius","0px"
"Ultimate",".Safari, iOS","Spacing","width","375"
"Ultimate",".Safari, iOS","Spacing","height","90"
"Ultimate","Above Keyboard Button","Spacing","paddingTop","0px"
"Ultimate","Above Keyboard Button","Spacing","paddingBottom","0px"
"Ultimate","Above Keyboard Button","Spacing","paddingLeft","12px"
"Ultimate","Above Keyboard Button","Spacing","paddingRight","12px"
"Ultimate","Above Keyboard Button","Spacing","gap","10px"
"Ultimate","Above Keyboard Button","Spacing","borderRadius","24px"
"Ultimate","Above Keyboard Button","Spacing","width","44"
"Ultimate","Above Keyboard Button","Spacing","height","44"
"Ultimate","Button","Spacing","paddingTop","9px"
"Ultimate","Button","Spacing","paddingBottom","9px"
"Ultimate","Button","Spacing","paddingLeft","0px"
"Ultimate","Button","Spacing","paddingRight","0px"
"Ultimate","Button","Spacing","gap","0px"
"Ultimate","Button","Spacing","borderRadius","24px"
"Ultimate","Button","Spacing","width","44"
"Ultimate","Button","Spacing","height","44"
"Ultimate","Status bar","Spacing","paddingTop","16px"
"Ultimate","Status bar","Spacing","paddingBottom","16px"
"Ultimate","Status bar","Spacing","paddingLeft","16px"
"Ultimate","Status bar","Spacing","paddingRight","16px"
"Ultimate","Status bar","Spacing","gap","10px"
"Ultimate","Status bar","Spacing","borderRadius","0px"
"Ultimate","Status bar","Spacing","width","375"
"Ultimate","Status bar","Spacing","height","50"
"Ultimate","Frame 2147225117","Spacing","paddingTop","0px"
"Ultimate","Frame 2147225117","Spacing","paddingBottom","0px"
"Ultimate","Frame 2147225117","Spacing","paddingLeft","16px"
"Ultimate","Frame 2147225117","Spacing","paddingRight","16px"
"Ultimate","Frame 2147225117","Spacing","gap","112px"
"Ultimate","Frame 2147225117","Spacing","borderRadius","0px"
"Ultimate","Frame 2147225117","Spacing","width","375"
"Ultimate","Frame 2147225117","Spacing","height","56"
"Ultimate","hero-container","Spacing","paddingTop","0px"
"Ultimate","hero-container","Spacing","paddingBottom","24px"
"Ultimate","hero-container","Spacing","paddingLeft","16px"
"Ultimate","hero-container","Spacing","paddingRight","16px"
"Ultimate","hero-container","Spacing","gap","0px"
"Ultimate","hero-container","Spacing","borderRadius","0px"
"Ultimate","hero-container","Spacing","width","375"
"Ultimate","hero-container","Spacing","height","634"
"Ultimate","Content slot","Spacing","paddingTop","16px"
"Ultimate","Content slot","Spacing","paddingBottom","16px"
"Ultimate","Content slot","Spacing","paddingLeft","16px"
"Ultimate","Content slot","Spacing","paddingRight","16px"
"Ultimate","Content slot","Spacing","gap","10px"
"Ultimate","Content slot","Spacing","borderRadius","0px"
"Ultimate","Content slot","Spacing","width","343"
"Ultimate","Content slot","Spacing","height","326"
"Ultimate","Labels","Spacing","paddingTop","8px"
"Ultimate","Labels","Spacing","paddingBottom","8px"
"Ultimate","Labels","Spacing","paddingLeft","0px"
"Ultimate","Labels","Spacing","paddingRight","0px"
"Ultimate","Labels","Spacing","gap","8px"
"Ultimate","Labels","Spacing","borderRadius","0px"
"Ultimate","Labels","Spacing","width","311"
"Ultimate","Labels","Spacing","height","40"
